subject,object,relation,paper_id,sentence_no,num_evidence
people,end,use,"[182225, 187317, 189353, 217629, 220433, 130614, 133128, 137239, 137239, 158412, 56224, 58111, 75630, 78420, 87244, 2336, 2468, 3349, 6142, 7883, 8621, 8621, 8836, 11443, 11443, 11563, 28113, 178855, 179316]","[1, 2, 3, 4, 1, 3, 2, 0, 2, 1, 0, 0, 7, 0, 0, 0, 2, 2, 5, 0, 3, 10, 3, 4, 4, 1, 5, 7, 6]",29
people,cloud,adopt,"[182225, 120040]","[3, 2]",2
people,system,architect,"[182266, 102174, 113325, 113325]","[0, 0, 1, 4]",4
people,system,simulate,"[184992, 4908]","[10, 10]",2
people,system,design,"[199273, 116792, 83298, 1970, 1996, 6753, 13069]","[1, 4, 2, 2, 1, 2, 1]",7
people,system,operate,"[201042, 221360, 1516, 6012, 6923, 9240, 10114, 11481, 11736, 12157, 13197, 171464]","[12, 1, 0, 0, 3, 4, 3, 1, 1, 0, 7, 2]",12
people,system,plan,"[201042, 77161]","[12, 0]",2
people,system,use,"[202091, 213101, 54669, 87779, 2215, 3334, 3334, 3334, 6012, 10418, 12157, 13197]","[3, 3, 2, 3, 1, 2, 2, 7, 0, 3, 0, 7]",12
people,system,analyze,"[103818, 103818, 110999]","[3, 4, 2]",3
people,system,manage,"[122048, 138640]","[6, 2]",2
people,system,develop,"[146352, 5479, 6575, 8645, 12476, 35168]","[7, 3, 5, 0, 6, 7]",6
people,system,understand,"[148152, 84742]","[6, 6]",2
people,system,cover,"[158787, 158787]","[7, 7]",2
people,system,propose,"[1540, 2503, 8818]","[1, 0, 3]",3
people,myocardial infarction,survive,"[182336, 186471, 113456, 80285, 85260, 29048, 176637]","[1, 4, 2, 5, 2, 1, 0]",7
people,nitrogen,use,"[103846, 103846]","[1, 2]",2
people,oil,produce,"[211968, 111082]","[7, 1]",2
people,oil,consume,"[144947, 6825]","[6, 2]",2
people,drive,behave,"[61065, 7097, 8519, 11862]","[6, 5, 4, 2]",4
people,p.s,develop,"[182535, 199847]","[1, 5]",2
people,security,have-org-role,"[182614, 9110, 9239]","[4, 4, 4]",3
people,construction,work,"[188971, 208597, 125723, 126105, 126105, 126105, 130487, 142923, 94491, 28150, 28493, 28629, 29445, 35390, 179238]","[8, 2, 2, 0, 7, 9, 7, 0, 0, 2, 1, 0, 4, 0, 5]",15
people,construction,play,"[144352, 44957]","[3, 0]",2
people,construction,practice,"[12668, 12668]","[5, 6]",2
people,factors,control,"[189949, 164784]","[4, 2]",2
people,factors,summarize,"[192599, 124970]","[0, 3]",2
people,pollution,analyze,"[190345, 219241, 145791]","[0, 1, 5]",3
people,pollution,address,"[196177, 87684]","[0, 1]",2
people,pollution,make,"[197439, 160758]","[0, 0]",2
people,pollution,control,"[198370, 211830, 103793, 80970, 37673]","[0, 0, 0, 0, 0]",5
people,pollution,perform,"[202695, 9231]","[3, 2]",2
people,pollution,decrease,"[210387, 168996]","[8, 8]",2
people,pollution,prevent,"[216238, 221233, 9056]","[2, 0, 2]",3
people,pollution,tolerate,"[217713, 48396]","[1, 2]",2
people,pollution,reduce,"[108494, 120710, 158165, 76286, 98081, 6545]","[1, 0, 0, 2, 0, 1]",6
people,pollution,monitor,"[113589, 148070, 157281, 38454]","[0, 4, 0, 0]",4
people,pollution,attend,"[113879, 160408, 171687]","[0, 0, 0]",3
people,pollution,suffer,"[132273, 152517, 2529]","[10, 0, 0]",3
people,pollution,engineer,"[140251, 50259]","[0, 0]",2
people,pollution,perceive,"[140437, 86598, 178608]","[1, 0, 3]",3
people,pollution,emit,"[153010, 51949]","[6, 1]",2
people,pollution,shift,"[48956, 172448]","[1, 2]",2
people,pollution,source,"[57594, 2928]","[7, 2]",2
people,crops,produce,"[182785, 39112]","[1, 1]",2
people,crops,choose,"[187704, 194549, 197461, 143458]","[1, 4, 10, 1]",4
people,crops,grow,"[189929, 141099, 20722]","[3, 0, 0]",3
people,crops,cultivate,"[193338, 115046, 71717, 74708, 74708, 172954]","[12, 0, 4, 1, 1, 5]",6
people,crops,develop,"[120539, 17962, 32127, 168214]","[3, 10, 11, 1]",4
people,researcher,have-rel-role,"[182819, 104496, 110089, 115095, 43936, 44131, 62829, 79536, 79763, 85383, 99287, 99287, 22192, 22208]","[10, 2, 1, 3, 10, 1, 0, 8, 0, 6, 7, 11, 0, 4]",14
people,researcher,advise,"[101846, 38943]","[1, 6]",2
people,input,transform,"[182896, 52195, 60295]","[1, 1, 1]",3
people,regulatory schemes,participate,"[182896, 52195, 60295]","[2, 2, 2]",3
people,benefits,share,"[182935, 150659, 89963]","[1, 7, 2]",3
people,benefits,reap,"[224241, 179040]","[1, 6]",2
people,benefits,distribute,"[113341, 156956]","[2, 1]",2
people,benefits,perceive,"[132019, 34762, 34762]","[0, 0, 1]",3
people,benefits,derive,"[58075, 13810]","[2, 0]",2
people,benefits,experience,"[80167, 85554]","[11, 5]",2
people,costs,minimize,"[194645, 84096]","[9, 4]",2
people,costs,pay,"[197937, 133982, 23896]","[0, 8, 1]",3
people,costs,estimate,"[214372, 8072]","[2, 3]",2
people,costs,bear,"[216420, 216420, 77346, 164761]","[1, 1, 1, 9]",4
people,costs,know,"[105201, 33324]","[0, 5]",2
people,costs,reduce,"[142299, 146113, 94862, 9485]","[1, 3, 2, 2]",4
people,costs,incur,"[58945, 14684]","[7, 1]",2
people,costs,identify,"[9143, 169547]","[1, 1]",2
people,costs,monitor,"[9143, 169547]","[1, 1]",2
people,shares,hold,"[183019, 204601, 206276, 207123, 207123, 207123, 108442, 109040, 138461, 151745, 40707, 53130, 77037, 82487, 82487, 99119, 9270]","[1, 0, 12, 3, 4, 4, 2, 0, 0, 3, 7, 0, 11, 5, 6, 4, 5]",17
people,climate,specialize,"[184052, 141191, 142403]","[1, 3, 2]",3
people,climate,research,"[184348, 197196, 212735, 212735, 153641, 44088, 77990, 99244, 13920]","[6, 2, 2, 6, 0, 9, 11, 1, 1]",9
people,climate,drive,"[210238, 53100, 22761, 23252, 29664, 34476, 161652, 164697, 179046]","[1, 2, 3, 8, 0, 2, 4, 4, 4]",9
people,climate,model,"[212766, 224618, 102754, 108991, 139963, 145695, 75569, 77376, 79662, 7686, 8769, 33527]","[1, 1, 0, 0, 9, 0, 1, 0, 10, 0, 7, 7]",12
people,climate,modell,"[219624, 222013, 108428, 81182]","[0, 1, 0, 0]",4
people,climate,analyze,"[222979, 102983, 77685, 38321]","[1, 0, 0, 1]",4
people,climate,forecast,"[227725, 109895]","[0, 1]",2
people,climate,influence,"[48292, 59568]","[1, 6]",2
people,climate,predict,"[89637, 34616]","[1, 1]",2
people,climate,control,"[1463, 6150]","[1, 0]",2
people,climate,perceive,"[10569, 19005, 19005]","[2, 4, 5]",3
people,country,develop,"[183045, 211013]","[4, 6]",2
people,country,have-org-role,"[131818, 131823]","[11, 11]",2
people,country,lead,"[78160, 78472]","[7, 3]",2
people,industry,have-org-role,"[183047, 184618, 203103, 220089, 137464, 84062, 5282]","[3, 0, 0, 8, 3, 0, 1]",7
people,industry,operate,"[189949, 189949, 117675, 117675]","[2, 5, 2, 6]",4
people,industry,represent,"[110941, 122495, 144835]","[0, 1, 6]",3
people,industry,practice,"[149161, 84278]","[0, 1]",2
people,industry,manage,"[150532, 228841, 12023]","[2, 9, 0]",3
people,industry,waste,"[97432, 175778]","[6, 1]",2
people,agency,have-org-role,"[183047, 209385, 156558, 41772]","[3, 3, 6, 4]",4
people,c,find,"[100060, 1530]","[6, 2]",2
people,c,write,"[92191, 5355]","[5, 5]",2
people,china,reside,"[183082, 194065, 143762, 157660, 157660, 71750, 80332, 31009]","[0, 0, 0, 6, 7, 0, 0, 4]",8
people,china,have-org-role,"[101744, 118401, 42506, 92786, 3568, 170834]","[1, 3, 0, 0, 2, 5]",6
people,parasite,host,"[183140, 15841, 21958, 23279]","[8, 0, 0, 1]",4
people,sub,contract,"[183166, 8640]","[1, 1]",2
people,this question,answer,"[183179, 113123]","[1, 2]",2
people,oxygen,produce,"[211666, 90277]","[0, 0]",2
people,carbon dioxide,emit,"[207401, 101467, 31176]","[0, 3, 0]",3
people,bus,drive,"[183217, 183217, 206447, 220510, 220510, 220510, 223511, 107200, 123705, 140805, 140805, 144385, 144385, 144385, 75714, 83340, 97032, 14579, 14579, 18598]","[4, 6, 3, 1, 6, 9, 9, 6, 0, 6, 11, 0, 2, 6, 8, 0, 6, 3, 4, 1]",20
people,bus,commute,"[194220, 194220, 223356, 223356]","[0, 1, 2, 8]",4
people,bus,passenger,"[209447, 223356]","[1, 6]",2
people,bus,use,"[111890, 44294]","[3, 4]",2
people,paper,author,"[183235, 10496, 14743]","[1, 5, 1]",3
people,workshop,participate,"[183235, 120750, 120750, 45250]","[1, 8, 11, 3]",4
people,workshop,attend,"[183286, 153516]","[5, 7]",2
people,issue,face,"[183242, 19490]","[1, 0]",2
people,issue,report,"[189906, 1518]","[11, 3]",2
people,issue,tackle,"[200985, 104484]","[4, 0]",2
people,issue,attend,"[213089, 225928, 44820, 48842, 11703]","[1, 0, 0, 4, 0]",5
people,issue,apply,"[221923, 221923]","[0, 3]",2
people,issue,realize,"[111254, 128262, 144352]","[3, 2, 5]",3
people,issue,discuss,"[131637, 132385, 5718]","[1, 0, 4]",3
people,issue,consider,"[132155, 61175, 99774]","[1, 5, 0]",3
people,issue,study,"[54689, 79505, 11830, 162400]","[0, 6, 6, 7]",4
people,issue,respond,"[57479, 32989]","[0, 0]",2
people,issue,address,"[58984, 99461, 8096, 10776]","[11, 3, 0, 0]",4
people,engineering,practice,"[183242, 193878, 45061]","[1, 0, 0]",3
people,engineering,study,"[192526, 206047, 121565, 91887, 2198, 2597, 2798, 7164, 10010, 10010, 10010, 10551, 10680, 39222]","[0, 1, 4, 0, 0, 0, 2, 2, 0, 3, 4, 1, 8, 2]",14
people,engineering,experience,"[139716, 7633]","[6, 6]",2
people,children,have-rel-role,"[183310, 192414, 193845, 197301, 200332, 211931, 221125, 107621, 107621, 108704, 121877, 121877, 124685, 129184, 131334, 131680, 132273, 137157, 152363, 157958, 49926, 62062, 79881, 14783, 28244, 31646, 160319, 166068, 176995, 177027]","[0, 3, 4, 4, 2, 2, 0, 3, 3, 2, 0, 0, 1, 1, 4, 6, 20, 2, 2, 10, 2, 4, 0, 1, 4, 2, 3, 5, 6, 2]",30
people,children,bear,"[192361, 132719, 41211, 29270]","[12, 1, 3, 5]",4
people,children,care,"[107979, 28634]","[2, 5]",2
people,business,lead,"[183455, 186039, 203186, 211674, 102170, 133928, 133928, 154880, 51410, 81510, 9270, 10159, 39028]","[7, 0, 0, 0, 0, 0, 2, 1, 1, 0, 5, 4, 1]",13
people,business,own,"[184583, 210768, 210768, 146640, 58437]","[9, 2, 4, 1, 3]",5
people,business,manage,"[190730, 111938, 146640]","[0, 5, 1]",3
people,business,study,"[119203, 156477, 164216]","[4, 1, 3]",3
people,thanks,like,"[202711, 51397]","[0, 0]",2
people,emissions,reduce,"[183543, 185515, 185792, 204075, 209015, 101744, 104279, 135353, 143150, 145779, 148447, 153010, 157501, 41681, 41681, 77178, 80518, 7863, 8999, 19476, 23993, 164540, 171398, 173088]","[2, 3, 1, 2, 1, 3, 6, 0, 1, 0, 0, 6, 1, 2, 3, 2, 7, 0, 1, 2, 1, 1, 0, 2]",24
people,emissions,measure,"[102170, 173991]","[0, 2]",2
people,emissions,cut,"[145790, 84589]","[4, 4]",2
people,emissions,minimize,"[45334, 84096]","[1, 4]",2
people,emissions,decrease,"[21162, 179089]","[4, 6]",2
people,requirements,meet,"[107228, 8217]","[10, 4]",2
people,decision,make,"[183564, 194893, 195122, 196243, 196722, 197915, 197915, 202765, 204108, 206276, 208943, 216391, 216545, 217334, 217987, 224468, 225225, 226816, 100692, 103913, 104681, 104735, 107358, 107924, 119503, 121055, 122125, 127393, 135979, 136641, 138885, 138891, 139852, 144062, 146928, 146928, 42467, 43203, 46634, 50481, 51172, 51547, 52483, 54997, 56585, 56706, 58220, 59660, 60933, 61354, 61434, 78578, 79676, 80442, 80682, 89269, 4133, 4224, 6726, 7629, 10420, 31493, 37287, 161991, 162477, 165458, 166286, 167550, 173755]","[11, 1, 2, 11, 1, 1, 9, 7, 7, 11, 5, 3, 2, 1, 1, 0, 5, 4, 5, 1, 0, 1, 0, 0, 2, 3, 4, 1, 4, 3, 12, 4, 2, 1, 2, 6, 0, 0, 0, 1, 0, 3, 5, 7, 1, 7, 5, 3, 1, 8, 8, 4, 1, 4, 4, 3, 1, 4, 0, 0, 4, 10, 8, 7, 2, 6, 4, 4, 0]",69
people,decision,face,"[195302, 114523]","[1, 1]",2
people,decision,evaluate,"[196852, 60933]","[4, 1]",2
people,decision,support,"[209035, 95939]","[7, 0]",2
people,decision,inform,"[220074, 118838, 44851, 2201]","[0, 3, 1, 0]",4
people,decision,influence,"[225477, 133609]","[7, 4]",2
people,decision,sustain,"[111703, 10129]","[0, 0]",2
people,decision,intend,"[152239, 56115]","[4, 6]",2
people,researchers,have-rel-role,"[183578, 190935, 191848, 214821, 216040, 227254, 104357, 54525, 72349, 92625, 96854, 1581, 159566]","[0, 0, 4, 1, 1, 1, 1, 0, 2, 3, 8, 8, 7]",13
people,researchers,have-org-role,"[185989, 188465, 216042, 223648, 101172, 121565, 124271, 124564, 152967, 42087, 72047, 99648]","[4, 0, 1, 4, 31, 3, 0, 0, 0, 0, 0, 14]",12
people,researchers,study,"[190127, 9767]","[5, 1]",2
people,researchers,lead,"[202250, 112807, 158724]","[3, 3, 1]",3
people,researchers,participate,"[219687, 105566, 151685, 55220, 21834, 21834]","[4, 2, 5, 2, 12, 14]",6
people,researchers,respond,"[104278, 107203, 86375]","[2, 5, 4]",3
people,this method,develop,"[183601, 211379]","[6, 3]",2
people,this method,use,"[61844, 11087]","[1, 12]",2
people,video,post,"[183644, 150970, 97734, 8037]","[0, 0, 2, 0]",4
people,video,scam,"[150970, 97734, 8037]","[6, 6, 4]",3
people,video,promote,"[150970, 97734, 8037]","[6, 6, 4]",3
people,content,generate,"[114017, 96164, 34694]","[0, 1, 0]",3
people,content,own,"[1836, 11021, 11021]","[4, 0, 1]",3
people,grouped,participate,"[183738, 222317]","[5, 0]",2
people,grouped,have-org-role,"[186200, 205851, 216155, 131192, 135387, 138683, 147999, 73666, 95156, 99236, 99236, 99236, 15418, 176136, 177734]","[10, 3, 10, 3, 2, 7, 0, 3, 9, 0, 4, 10, 4, 0, 0]",15
people,grouped,reward,"[147614, 147614]","[0, 0]",2
people,grouped,represent,"[31969, 179176]","[4, 4]",2
people,search,operate,"[92306, 13448]","[4, 3]",2
people,algorithm,apply,"[183744, 8053]","[1, 7]",2
people,poisson,operate,"[183756, 183756]","[7, 8]",2
people,feed,operate,"[183777, 218500, 179415]","[0, 8, 0]",3
people,feed,use,"[61254, 95920]","[1, 1]",2
people,companies,stake,"[184053, 220977, 9258]","[3, 3, 2]",3
people,companies,have-org-role,"[198087, 211919, 112641, 112641, 121635, 123323, 143929, 11773]","[3, 3, 0, 6, 7, 0, 17, 3]",8
people,companies,have-rel-role,"[198087, 140175]","[7, 5]",2
people,knowledge,share,"[184131, 203956, 203956, 103818, 119063, 48615, 12528, 19739, 19739]","[3, 0, 0, 2, 0, 0, 2, 2, 3]",9
people,knowledge,transfer,"[199894, 24027]","[5, 2]",2
people,knowledge,acquire,"[119788, 24027]","[2, 2]",2
people,knowledge,use,"[49148, 40171]","[5, 1]",2
people,knowledge,work,"[58835, 8436]","[1, 1]",2
people,knowledge,apply,"[87248, 160216]","[0, 1]",2
people,knowledge,create,"[87591, 24027]","[3, 2]",2
people,knowledge,gain,"[94343, 160216]","[6, 1]",2
people,images,analyze,"[227263, 13008]","[4, 4]",2
people,uncertainty,face,"[208969, 56585]","[2, 3]",2
people,food,eat,"[184223, 122537, 51631]","[2, 1, 3]",3
people,food,consume,"[186210, 194065, 207643, 227277, 120585, 48136, 169869, 169869]","[1, 0, 0, 0, 0, 3, 2, 2]",8
people,food,choose,"[207401, 228148, 143097, 98921, 179030]","[0, 1, 0, 9, 3]",5
people,food,produce,"[227277, 131873, 48136]","[0, 10, 3]",3
people,food,behave,"[114211, 62068]","[2, 3]",2
people,food,handle,"[147037, 147037]","[2, 3]",2
people,food,process,"[53969, 79393, 3703]","[1, 6, 6]",3
people,power,consume,"[184228, 5438]","[3, 1]",2
people,power,control,"[133193, 2860]","[9, 4]",2
people,power,produce,"[137182, 140150, 1548, 2269, 10299, 12977]","[1, 1, 2, 3, 0, 2]",6
people,power,engineer,"[143378, 3592, 4410, 8401, 9420]","[0, 3, 6, 0, 0]",5
people,power,use,"[79102, 8634]","[0, 2]",2
people,progress,summarize,"[184351, 23967]","[0, 0]",2
people,progress,review,"[3867, 12306]","[0, 0]",2
people,animal feed science,have-org-role,"[184456, 207153, 155594, 157770, 41681, 80568, 82659]","[19, 15, 10, 14, 10, 12, 9]",7
people,technology,have-org-role,"[184456, 207153, 155594, 157770, 41681, 80568, 82659]","[19, 15, 10, 14, 10, 12, 9]",7
people,technology,lead,"[186062, 78472]","[6, 4]",2
people,technology,adopt,"[209993, 211790, 211790, 105850]","[6, 9, 9, 4]",4
people,technology,turn,"[218491, 6915]","[3, 3]",2
people,technology,develop,"[219007, 221055]","[2, 3]",2
people,technology,use,"[219231, 221745, 115340, 136331, 139610, 152821, 81902, 85889, 8262, 160325, 178995]","[0, 6, 0, 0, 10, 0, 1, 1, 0, 2, 2]",11
people,technology,introduce,"[111385, 170940]","[5, 3]",2
people,technology,integrate,"[139132, 81663]","[2, 2]",2
people,technology,implement,"[51421, 94862, 162347, 162348]","[2, 2, 0, 0]",4
people,technology,achieve,"[91759, 91759]","[6, 7]",2
people,assessment,provide,"[204747, 12551]","[1, 2]",2
people,assessment,need,"[205694, 138720]","[0, 5]",2
people,assessment,conduct,"[225285, 57158]","[2, 0]",2
people,assessment,attend,"[58803, 168518]","[1, 1]",2
people,senate,have-org-role,"[184671, 191419, 139512, 80995, 83928, 19625]","[9, 1, 4, 1, 7, 2]",6
people,public,have-org-role,"[184693, 219788, 139691, 144773, 60801, 14156]","[2, 2, 2, 0, 1, 12]",6
people,public,engage,"[137630, 94614]","[0, 6]",2
people,public,represent,"[61434, 99844]","[5, 7]",2
people,rice,cultivate,"[184786, 202104, 211288, 228090, 121013, 136765, 140008, 46971, 77945, 97200]","[1, 0, 0, 0, 8, 1, 6, 0, 3, 0]",10
people,rice,produce,"[104279, 76853, 177230, 177230]","[6, 4, 7, 7]",4
people,rice,consume,"[122148, 31088, 31088, 177230]","[2, 1, 5, 7]",4
people,sofia,apply,"[184992, 4908]","[8, 8]",2
people,fuzz model,use,"[184992, 4908]","[10, 10]",2
people,drugs,use,"[188934, 106485, 33186, 179528]","[4, 0, 2, 2]",4
people,water resources,manage,"[185172, 220074, 223201, 223430, 111056, 41704, 48371, 48588, 56585, 59634, 76613, 79139, 79943, 88742]","[1, 0, 3, 5, 5, 4, 0, 5, 3, 0, 6, 0, 8, 0]",14
people,water resources,engineer,"[110666, 146670, 158904]","[0, 8, 0]",3
people,water resources,plan,"[110666, 111056, 141872, 44055, 87029]","[1, 5, 2, 7, 1]",5
people,bmp,adopt,"[29900, 29900]","[1, 2]",2
people,national institute of health,have-org-role,"[185384, 108358, 123641, 17442]","[0, 0, 0, 0]",4
people,c. fornicata,have-rel-role,"[185420, 185420, 185420]","[2, 2, 8]",3
people,expert opinion,opine,"[185575, 185803, 186932, 194392, 202765, 220089, 227494, 104075, 107108, 136389, 158154, 42569, 42874, 48499, 77479, 79921, 81324, 84168, 90122, 294, 11307, 38625, 161005, 168822, 173041, 174717]","[1, 0, 6, 6, 9, 3, 2, 3, 3, 6, 4, 5, 4, 1, 4, 0, 1, 0, 7, 1, 5, 1, 3, 2, 4, 4]",26
people,practice,implement,"[185677, 117926, 159013, 86320, 91676, 91813]","[2, 3, 4, 0, 5, 12]",6
people,practice,adopt,"[196494, 128230, 156529, 59137, 12200, 175223]","[4, 0, 0, 0, 1, 1]",6
people,practice,apply,"[212828, 2559]","[7, 6]",2
people,practice,use,"[120710, 159016, 52531, 21039, 22862]","[0, 7, 7, 1, 2]",5
people,practice,modify,"[153490, 92145]","[11, 6]",2
people,practice,find,"[79505, 11830]","[6, 6]",2
people,practice,perceive,"[86244, 18978, 32963]","[7, 0, 1]",3
people,profit,maximize,"[185822, 87403]","[8, 3]",2
people,correlation,analyze,"[211360, 138834, 29414]","[2, 0, 6]",3
people,correlation,find,"[223369, 132276]","[8, 0]",2
people,correlation,study,"[109315, 14639]","[0, 0]",2
people,network,operate,"[188754, 72219, 4884, 4884, 8737, 9825, 10664, 12915, 13613, 173605]","[4, 0, 3, 6, 9, 0, 2, 2, 2, 2]",10
people,network,research,"[201392, 7275]","[3, 3]",2
people,network,participate,"[52542, 81025]","[3, 0]",2
people,network,go,"[91025, 11706]","[3, 3]",2
people,network,render,"[91025, 11706]","[3, 3]",2
people,network,coordinate,"[7538, 11825]","[3, 6]",2
people,carbon,emit,"[218440, 157393, 61274, 10422, 161275, 169869, 169869, 169869]","[1, 0, 4, 1, 1, 3, 3, 3]",8
people,liver,function,"[185968, 185968]","[0, 3]",2
people,report,author,"[113806, 28851]","[10, 1]",2
people,report,provide,"[158787, 158787]","[1, 7]",2
people,suggestions,say,"[185992, 100845]","[2, 11]",2
people,protection,realize,"[228424, 117543, 49025, 58910, 811]","[0, 0, 0, 0, 2]",5
people,protection,attend,"[108778, 49080, 56625]","[1, 0, 0]",3
people,protection,responsible,"[130251, 43117, 166403]","[3, 0, 8]",3
people,liquid,sell,"[186221, 111070]","[1, 1]",2
people,los angeles,reside,"[186266, 195631, 109219, 113614, 113614, 132326]","[0, 0, 3, 0, 1, 4]",6
people,toxic symptoms,show,"[186377, 186377]","[4, 4]",2
people,pay,will,"[186382, 192105, 193758, 198425, 202405, 213836, 213836, 215382, 220230, 224768, 228194, 228689, 228759, 108018, 122159, 132750, 132750, 135039, 147288, 151598, 76484, 78401, 92788, 94936, 13317, 19929, 30938, 30938, 37955, 171286, 174792, 178854]","[4, 1, 4, 2, 1, 11, 13, 3, 1, 0, 4, 21, 2, 4, 2, 7, 7, 0, 5, 2, 4, 2, 3, 9, 3, 2, 2, 3, 1, 3, 2, 3]",32
people,development,practice,"[186433, 224720, 132408, 75400, 93288]","[2, 0, 2, 1, 3]",5
people,development,participate,"[196177, 83824]","[2, 2]",2
people,development,analyze,"[205342, 213483, 116768]","[0, 0, 0]",3
people,development,plan,"[107569, 145651]","[3, 0]",2
people,development,work,"[122399, 12314]","[3, 4]",2
people,dem,use,"[143762, 12164]","[0, 3]",2
people,the world,lead,"[186518, 102394, 107351, 111022, 111022, 47962, 49110, 64217, 15051, 19015, 23963]","[5, 0, 9, 0, 7, 1, 0, 24, 0, 0, 0]",11
people,politics,lead,"[211674, 118692, 168174]","[0, 1, 1]",3
people,streamflow,activity,"[186582, 158537]","[0, 4]",2
people,heart disease,have,"[126491, 155144, 176903]","[4, 9, 4]",3
people,game,play,"[199569, 201101, 201101, 214961, 227208, 55035, 38236]","[0, 6, 9, 4, 6, 2, 2]",7
people,game,participate,"[59488, 63937]","[0, 6]",2
people,wildlife,manage,"[154004, 58075, 99924]","[9, 1, 9]",3
people,management,practice,"[193522, 159016, 55568, 12200, 169923]","[7, 7, 0, 1, 7]",5
people,management,research,"[110467, 144719]","[0, 0]",2
people,management,decide,"[154528, 90312]","[4, 13]",2
people,countermeasures,put,"[116260, 119892]","[0, 0]",2
people,countermeasures,propose,"[96966, 37890]","[0, 4]",2
people,action,perceive,"[186813, 45534]","[4, 5]",2
people,action,will,"[195822, 175640]","[7, 8]",2
people,participation,increase,"[186813, 80621]","[11, 5]",2
people,participation,will,"[131576, 34850]","[9, 1]",2
people,consumption,reduce,"[187085, 190130, 1974, 3043, 3227, 10601, 165295, 165295]","[0, 0, 2, 3, 4, 5, 3, 3]",8
people,consumption,behave,"[205793, 75813]","[0, 0]",2
people,consumption,compare,"[223136, 10266]","[0, 3]",2
people,consumption,save,"[50361, 171670]","[5, 4]",2
people,consumption,optimize,"[2205, 3095]","[1, 1]",2
people,consumption,minimize,"[2983, 10701]","[6, 0]",2
people,gasoline,consume,"[187085, 119002]","[0, 3]",2
people,gasoline,sell,"[77645, 77645]","[4, 9]",2
people,a vehicle,have,"[188617, 10727]","[3, 2]",2
people,a vehicle,drive,"[106665, 3190, 13540]","[0, 5, 1]",3
people,a vehicle,own,"[8225, 8225, 11759]","[2, 6, 2]",3
people,stem,bore,"[187177, 187177]","[1, 5]",2
people,process,engineer,"[187193, 202256, 204120]","[3, 11, 0]",3
people,model,use,"[187209, 193978, 216391, 123423, 40436, 83396, 170927]","[2, 14, 4, 2, 3, 8, 2]",7
